Year,Year2,Year3,State,Total Rev
12/1/10,2010-00-01,1/1/10,Virginia,0.15512444
12/1/10,2010-00-01,1/1/10,Washington,0.152229986
12/1/10,2010-00-01,1/1/10,West Virginia,0.082980637
12/1/10,2010-00-01,1/1/10,Wisconsin,0.076096323
12/1/10,2010-00-01,1/1/10,Wyoming,0.553846554
12/1/11,2011-00-01,1/1/11,United States,0.124392323
12/1/11,2011-00-01,1/1/11,Alabama,0.127478371
12/1/11,2011-00-01,1/1/11,Alaska,0.392949399
12/1/11,2011-00-01,1/1/11,Arizona,-0.010129789
12/1/11,2011-00-01,1/1/11,Arkansas,0.251839898
12/1/11,2011-00-01,1/1/11,California,0.031936375
12/1/11,2011-00-01,1/1/11,Colorado,0.071197391
12/1/11,2011-00-01,1/1/11,Connecticut,0.226806834
12/1/11,2011-00-01,1/1/11,Delaware,0.115626099
12/1/11,2011-00-01,1/1/11,District of Columbia,0.407112037
12/1/11,2011-00-01,1/1/11,Florida,0.090336076
12/1/11,2011-00-01,1/1/11,Georgia,-0.016355286
12/1/11,2011-00-01,1/1/11,Hawaii,0.095456345
12/1/11,2011-00-01,1/1/11,Idaho,-0.038617084
12/1/11,2011-00-01,1/1/11,Illinois,0.23465593
12/1/11,2011-00-01,1/1/11,Indiana,0.0279044
12/1/11,2011-00-01,1/1/11,Iowa,0.153343124
12/1/11,2011-00-01,1/1/11,Kansas,0.139387459
12/1/11,2011-00-01,1/1/11,Kentucky,0.205028855
12/1/11,2011-00-01,1/1/11,Louisiana,0.341358042
12/1/11,2011-00-01,1/1/11,Maine,0.196337238
12/1/11,2011-00-01,1/1/11,Maryland,0.298718423
12/1/11,2011-00-01,1/1/11,Massachusetts,0.145746085
12/1/11,2011-00-01,1/1/11,Michigan,0.013576414
12/1/11,2011-00-01,1/1/11,Minnesota,0.167516936
12/1/11,2011-00-01,1/1/11,Mississippi,0.204620764
12/1/11,2011-00-01,1/1/11,Missouri,0.091678867
12/1/11,2011-00-01,1/1/11,Montana,0.204113956
12/1/11,2011-00-01,1/1/11,Nebraska,0.184974435
12/1/11,2011-00-01,1/1/11,Nevada,0.072334206
12/1/11,2011-00-01,1/1/11,New Hampshire,0.352024657
12/1/11,2011-00-01,1/1/11,New Jersey,0.109503768
12/1/11,2011-00-01,1/1/11,New Mexico,0.102779147
12/1/11,2011-00-01,1/1/11,New York,0.385286876
12/1/11,2011-00-01,1/1/11,North Carolina,0.071675442
12/1/11,2011-00-01,1/1/11,North Dakota,0.388919145
12/1/11,2011-00-01,1/1/11,Ohio,0.143557518
12/1/11,2011-00-01,1/1/11,Oklahoma,0.017143762
12/1/11,2011-00-01,1/1/11,Oregon,0.01453043
12/1/11,2011-00-01,1/1/11,Pennsylvania,0.304958837
12/1/11,2011-00-01,1/1/11,Rhode Island,0.226385961
12/1/11,2011-00-01,1/1/11,South Carolina,0.05163017
12/1/11,2011-00-01,1/1/11,South Dakota,0.139260523
12/1/11,2011-00-01,1/1/11,Tennessee,0.100679555
12/1/11,2011-00-01,1/1/11,Texas,0.074670819
12/1/11,2011-00-01,1/1/11,Utah,0.02553865
12/1/11,2011-00-01,1/1/11,Vermont,0.26953621
12/1/11,2011-00-01,1/1/11,Virginia,0.105961745
12/1/11,2011-00-01,1/1/11,Washington,0.119648501
12/1/11,2011-00-01,1/1/11,West Virginia,0.157147525
12/1/11,2011-00-01,1/1/11,Wisconsin,0.090019499
12/1/11,2011-00-01,1/1/11,Wyoming,0.45874219
12/1/12,2012-00-01,1/1/12,United States,0.084837374
12/1/12,2012-00-01,1/1/12,Alabama,0.062950424
12/1/12,2012-00-01,1/1/12,Alaska,0.377644951
12/1/12,2012-00-01,1/1/12,Arizona,-0.088474292
12/1/12,2012-00-01,1/1/12,Arkansas,0.214590335
12/1/12,2012-00-01,1/1/12,California,-0.027114655
12/1/12,2012-00-01,1/1/12,Colorado,0.015089414
12/1/12,2012-00-01,1/1/12,Connecticut,0.244495169
12/1/12,2012-00-01,1/1/12,Delaware,0.161334044
12/1/12,2012-00-01,1/1/12,District of Columbia,0.404719503
12/1/12,2012-00-01,1/1/12,Florida,-0.041529607
12/1/12,2012-00-01,1/1/12,Georgia,-0.07116727
12/1/12,2012-00-01,1/1/12,Hawaii,0.060985272
12/1/12,2012-00-01,1/1/12,Idaho,-0.120408664
12/1/12,2012-00-01,1/1/12,Illinois,0.218950908
12/1/12,2012-00-01,1/1/12,Indiana,0.039766974
12/1/12,2012-00-01,1/1/12,Iowa,0.14437136
12/1/12,2012-00-01,1/1/12,Kansas,0.115144
12/1/12,2012-00-01,1/1/12,Kentucky,0.169714799
12/1/12,2012-00-01,1/1/12,Louisiana,0.378857835
12/1/12,2012-00-01,1/1/12,Maine,0.141327846
12/1/12,2012-00-01,1/1/12,Maryland,0.287953647
12/1/12,2012-00-01,1/1/12,Massachusetts,0.142445445
12/1/12,2012-00-01,1/1/12,Michigan,-0.031799117
12/1/12,2012-00-01,1/1/12,Minnesota,0.108824405
12/1/12,2012-00-01,1/1/12,Mississippi,0.159340933
12/1/12,2012-00-01,1/1/12,Missouri,0.076200323
12/1/12,2012-00-01,1/1/12,Montana,0.159737054
12/1/12,2012-00-01,1/1/12,Nebraska,0.10557134
12/1/12,2012-00-01,1/1/12,Nevada,0.020973199
12/1/12,2012-00-01,1/1/12,New Hampshire,0.310806413
12/1/12,2012-00-01,1/1/12,New Jersey,0.19254758
12/1/12,2012-00-01,1/1/12,New Mexico,0.046193633
12/1/12,2012-00-01,1/1/12,New York,0.392671215
12/1/12,2012-00-01,1/1/12,North Carolina,-0.084889841
12/1/12,2012-00-01,1/1/12,North Dakota,0.374988177
12/1/12,2012-00-01,1/1/12,Ohio,0.090518487
12/1/12,2012-00-01,1/1/12,Oklahoma,-0.022539782
12/1/12,2012-00-01,1/1/12,Oregon,-0.024246184
12/1/12,2012-00-01,1/1/12,Pennsylvania,0.259843925
12/1/12,2012-00-01,1/1/12,Rhode Island,0.204615885
12/1/12,2012-00-01,1/1/12,South Carolina,0.033363014
12/1/12,2012-00-01,1/1/12,South Dakota,0.089464654
12/1/12,2012-00-01,1/1/12,Tennessee,0.093173451
12/1/12,2012-00-01,1/1/12,Texas,0.013234502
12/1/12,2012-00-01,1/1/12,Utah,-0.000720505
12/1/12,2012-00-01,1/1/12,Vermont,0.272877293
12/1/12,2012-00-01,1/1/12,Virginia,0.089238755
12/1/12,2012-00-01,1/1/12,Washington,0.090489452
12/1/12,2012-00-01,1/1/12,West Virginia,0.28456665
12/1/12,2012-00-01,1/1/12,Wisconsin,0.00953877
12/1/12,2012-00-01,1/1/12,Wyoming,0.399426952
12/1/13,2013-00-01,1/1/13,United States,0.070724275
12/1/13,2013-00-01,1/1/13,Alabama,0.048092697
12/1/13,2013-00-01,1/1/13,Alaska,0.443180877
12/1/13,2013-00-01,1/1/13,Arizona,-0.076542175
12/1/13,2013-00-01,1/1/13,Arkansas,0.166068004
12/1/13,2013-00-01,1/1/13,California,-0.04588001
12/1/13,2013-00-01,1/1/13,Colorado,0.013408032
12/1/13,2013-00-01,1/1/13,Connecticut,0.264833055
12/1/13,2013-00-01,1/1/13,Delaware,0.182050919
12/1/13,2013-00-01,1/1/13,District of Columbia,0.362701179
12/1/13,2013-00-01,1/1/13,Florida,-0.043973552
12/1/13,2013-00-01,1/1/13,Georgia,-0.099060068
12/1/13,2013-00-01,1/1/13,Hawaii,-0.050932975
12/1/13,2013-00-01,1/1/13,Idaho,-0.134896266
12/1/13,2013-00-01,1/1/13,Illinois,0.20912564
12/1/13,2013-00-01,1/1/13,Indiana,0.013445951
12/1/13,2013-00-01,1/1/13,Iowa,0.117016674
12/1/13,2013-00-01,1/1/13,Kansas,0.100352066
12/1/13,2013-00-01,1/1/13,Kentucky,0.148777693
12/1/13,2013-00-01,1/1/13,Louisiana,0.286349432
12/1/13,2013-00-01,1/1/13,Maine,0.151878895
12/1/13,2013-00-01,1/1/13,Maryland,0.264221835
12/1/13,2013-00-01,1/1/13,Massachusetts,0.151431179
12/1/13,2013-00-01,1/1/13,Michigan,-0.03782752
12/1/13,2013-00-01,1/1/13,Minnesota,0.104964737
12/1/13,2013-00-01,1/1/13,Mississippi,0.12645866
12/1/13,2013-00-01,1/1/13,Missouri,0.062210432
12/1/13,2013-00-01,1/1/13,Montana,0.163711122
12/1/13,2013-00-01,1/1/13,Nebraska,0.109113334
12/1/13,2013-00-01,1/1/13,Nevada,0.015646268
12/1/13,2013-00-01,1/1/13,New Hampshire,0.316448155
12/1/13,2013-00-01,1/1/13,New Jersey,0.185157542
12/1/13,2013-00-01,1/1/13,New Mexico,0.045367874
12/1/13,2013-00-01,1/1/13,New York,0.391039983
12/1/13,2013-00-01,1/1/13,North Carolina,-0.107922124
12/1/13,2013-00-01,1/1/13,North Dakota,0.363316002
12/1/13,2013-00-01,1/1/13,Ohio,0.06887598
12/1/13,2013-00-01,1/1/13,Oklahoma,-0.040465281
12/1/13,2013-00-01,1/1/13,Oregon,-0.044668121
12/1/13,2013-00-01,1/1/13,Pennsylvania,0.282000041
12/1/13,2013-00-01,1/1/13,Rhode Island,0.229605636
12/1/13,2013-00-01,1/1/13,South Carolina,0.053989981
12/1/13,2013-00-01,1/1/13,South Dakota,0.064839821
12/1/13,2013-00-01,1/1/13,Tennessee,0.085220197
12/1/13,2013-00-01,1/1/13,Texas,-0.019206274
12/1/13,2013-00-01,1/1/13,Utah,-0.013115339
12/1/13,2013-00-01,1/1/13,Vermont,0.271143995
12/1/13,2013-00-01,1/1/13,Virginia,0.091301221
12/1/13,2013-00-01,1/1/13,Washington,0.091526485
12/1/13,2013-00-01,1/1/13,West Virginia,0.108114547
12/1/13,2013-00-01,1/1/13,Wisconsin,-0.013184474
12/1/13,2013-00-01,1/1/13,Wyoming,0.38010579
12/1/14,2014-00-01,1/1/14,United States,0.088329418
12/1/14,2014-00-01,1/1/14,Alabama,0.067627195
12/1/14,2014-00-01,1/1/14,Alaska,0.493474803
12/1/14,2014-00-01,1/1/14,Arizona,-0.070899884
12/1/14,2014-00-01,1/1/14,Arkansas,0.171252718
12/1/14,2014-00-01,1/1/14,California,-0.014786365
12/1/14,2014-00-01,1/1/14,Colorado,0.0190129
12/1/14,2014-00-01,1/1/14,Connecticut,0.312960415
12/1/14,2014-00-01,1/1/14,Delaware,0.160583266
12/1/14,2014-00-01,1/1/14,District of Columbia,0.36184285
12/1/14,2014-00-01,1/1/14,Florida,-0.015528109
12/1/14,2014-00-01,1/1/14,Georgia,-0.103273457
12/1/14,2014-00-01,1/1/14,Hawaii,0.068862772
12/1/14,2014-00-01,1/1/14,Idaho,-0.148157971
12/1/14,2014-00-01,1/1/14,Illinois,0.237635767
12/1/14,2014-00-01,1/1/14,Indiana,0.006962994
12/1/14,2014-00-01,1/1/14,Iowa,0.124866367
12/1/14,2014-00-01,1/1/14,Kansas,0.094842592
12/1/14,2014-00-01,1/1/14,Kentucky,0.130395968
12/1/14,2014-00-01,1/1/14,Louisiana,0.315248032
12/1/14,2014-00-01,1/1/14,Maine,0.182575568
12/1/14,2014-00-01,1/1/14,Maryland,0.250524869
12/1/14,2014-00-01,1/1/14,Massachusetts,0.169418767
12/1/14,2014-00-01,1/1/14,Michigan,-0.030563505
12/1/14,2014-00-01,1/1/14,Minnesota,0.117021415
12/1/14,2014-00-01,1/1/14,Mississippi,0.118748187
12/1/14,2014-00-01,1/1/14,Missouri,0.064879481
12/1/14,2014-00-01,1/1/14,Montana,0.177900279
12/1/14,2014-00-01,1/1/14,Nebraska,0.114802721
12/1/14,2014-00-01,1/1/14,Nevada,0.008004214
12/1/14,2014-00-01,1/1/14,New Hampshire,0.347341503
12/1/14,2014-00-01,1/1/14,New Jersey,0.184677802
12/1/14,2014-00-01,1/1/14,New Mexico,0.055409172
12/1/14,2014-00-01,1/1/14,New York,0.414610199
12/1/14,2014-00-01,1/1/14,North Carolina,-0.053686745
12/1/14,2014-00-01,1/1/14,North Dakota,0.475799226
12/1/14,2014-00-01,1/1/14,Ohio,0.094270925
12/1/14,2014-00-01,1/1/14,Oklahoma,-0.02804984
12/1/14,2014-00-01,1/1/14,Oregon,0.022264007
12/1/14,2014-00-01,1/1/14,Pennsylvania,0.306273185
12/1/14,2014-00-01,1/1/14,Rhode Island,0.237637578
12/1/14,2014-00-01,1/1/14,South Carolina,0.04810223
12/1/14,2014-00-01,1/1/14,South Dakota,0.068370814
12/1/14,2014-00-01,1/1/14,Tennessee,0.096746437
12/1/14,2014-00-01,1/1/14,Texas,0.014279605
12/1/14,2014-00-01,1/1/14,Utah,-0.018684422
12/1/14,2014-00-01,1/1/14,Vermont,0.310947499
12/1/14,2014-00-01,1/1/14,Virginia,0.06930531
12/1/14,2014-00-01,1/1/14,Washington,0.137662662
12/1/14,2014-00-01,1/1/14,West Virginia,0.107807177
12/1/14,2014-00-01,1/1/14,Wisconsin,-0.011949485
12/1/14,2014-00-01,1/1/14,Wyoming,0.403064265
12/1/15,2015-00-01,1/1/15,United States,0.118263882
12/1/15,2015-00-01,1/1/15,Alabama,0.067833507
12/1/15,2015-00-01,1/1/15,Alaska,0.623470206
12/1/15,2015-00-01,1/1/15,Arizona,-0.093456332
12/1/15,2015-00-01,1/1/15,Arkansas,0.189734413
12/1/15,2015-00-01,1/1/15,California,0.055435164
12/1/15,2015-00-01,1/1/15,Colorado,0.057080572
12/1/15,2015-00-01,1/1/15,Connecticut,0.361122604
12/1/15,2015-00-01,1/1/15,Delaware,0.183814752
12/1/15,2015-00-01,1/1/15,District of Columbia,0.355929595
12/1/15,2015-00-01,1/1/15,Florida,-0.002170422
12/1/15,2015-00-01,1/1/15,Georgia,-0.081588064
12/1/15,2015-00-01,1/1/15,Hawaii,0.089899039
12/1/15,2015-00-01,1/1/15,Idaho,-0.097036236
12/1/15,2015-00-01,1/1/15,Illinois,0.277472463
12/1/15,2015-00-01,1/1/15,Indiana,0.008056059
12/1/15,2015-00-01,1/1/15,Iowa,0.15521836
12/1/15,2015-00-01,1/1/15,Kansas,0.1183272
12/1/15,2015-00-01,1/1/15,Kentucky,0.169024058
12/1/15,2015-00-01,1/1/15,Louisiana,0.331994812
12/1/15,2015-00-01,1/1/15,Maine,0.218631622
12/1/15,2015-00-01,1/1/15,Maryland,0.274587517
12/1/15,2015-00-01,1/1/15,Massachusetts,0.193000845
12/1/15,2015-00-01,1/1/15,Michigan,0.00545182
12/1/15,2015-00-01,1/1/15,Minnesota,0.157446038
12/1/15,2015-00-01,1/1/15,Mississippi,0.144014197
12/1/15,2015-00-01,1/1/15,Missouri,0.09635439
12/1/15,2015-00-01,1/1/15,Montana,0.21757065
12/1/15,2015-00-01,1/1/15,Nebraska,0.15332481
12/1/15,2015-00-01,1/1/15,Nevada,0.027215766
12/1/15,2015-00-01,1/1/15,New Hampshire,0.373377861
12/1/15,2015-00-01,1/1/15,New Jersey,0.207642445
12/1/15,2015-00-01,1/1/15,New Mexico,0.103840039
12/1/15,2015-00-01,1/1/15,New York,0.452098939
12/1/15,2015-00-01,1/1/15,North Carolina,-0.097257175
12/1/15,2015-00-01,1/1/15,North Dakota,0.48849776
12/1/15,2015-00-01,1/1/15,Ohio,0.092856362
12/1/15,2015-00-01,1/1/15,Oklahoma,-0.023394433
12/1/15,2015-00-01,1/1/15,Oregon,0.083626809
12/1/15,2015-00-01,1/1/15,Pennsylvania,0.350801079
12/1/15,2015-00-01,1/1/15,Rhode Island,0.262758194
12/1/15,2015-00-01,1/1/15,South Carolina,0.071257664
12/1/15,2015-00-01,1/1/15,South Dakota,0.097397244
12/1/15,2015-00-01,1/1/15,Tennessee,0.112581765
12/1/15,2015-00-01,1/1/15,Texas,0.048921169
12/1/15,2015-00-01,1/1/15,Utah,0.005790634
12/1/15,2015-00-01,1/1/15,Vermont,0.389418451
12/1/15,2015-00-01,1/1/15,Virginia,0.091028699
12/1/15,2015-00-01,1/1/15,Washington,0.171524047
12/1/15,2015-00-01,1/1/15,West Virginia,0.090941836
12/1/15,2015-00-01,1/1/15,Wisconsin,0.009840608
12/1/15,2015-00-01,1/1/15,Wyoming,0.523700901
12/1/16,2016-00-01,1/1/16,United States,0.160860696
12/1/16,2016-00-01,1/1/16,Alabama,0.083415251
12/1/16,2016-00-01,1/1/16,Alaska,0.359531684
12/1/16,2016-00-01,1/1/16,Arizona,-0.062884927
12/1/16,2016-00-01,1/1/16,Arkansas,0.20358099
12/1/16,2016-00-01,1/1/16,California,0.205538295
12/1/16,2016-00-01,1/1/16,Colorado,0.089913933
12/1/16,2016-00-01,1/1/16,Connecticut,0.407491752
12/1/16,2016-00-01,1/1/16,Delaware,0.196247992
12/1/16,2016-00-01,1/1/16,District of Columbia,0.237292519
12/1/16,2016-00-01,1/1/16,Florida,0.021285672
12/1/16,2016-00-01,1/1/16,Georgia,-0.0525497
12/1/16,2016-00-01,1/1/16,Hawaii,0.216182551
12/1/16,2016-00-01,1/1/16,Idaho,-0.06468454
12/1/16,2016-00-01,1/1/16,Illinois,0.310442886
12/1/16,2016-00-01,1/1/16,Indiana,0.027261441
12/1/16,2016-00-01,1/1/16,Iowa,0.175454879
12/1/16,2016-00-01,1/1/16,Kansas,0.128462266
12/1/16,2016-00-01,1/1/16,Kentucky,0.195158093
12/1/16,2016-00-01,1/1/16,Louisiana,0.316840069
12/1/16,2016-00-01,1/1/16,Maine,0.229366461
12/1/16,2016-00-01,1/1/16,Maryland,0.251718655
12/1/16,2016-00-01,1/1/16,Massachusetts,0.213388439
12/1/16,2016-00-01,1/1/16,Michigan,0.027426573
12/1/16,2016-00-01,1/1/16,Minnesota,0.193886688
12/1/16,2016-00-01,1/1/16,Mississippi,0.186695555
12/1/16,2016-00-01,1/1/16,Missouri,0.118553694
12/1/16,2016-00-01,1/1/16,Montana,0.196357635
12/1/16,2016-00-01,1/1/16,Nebraska,0.178492393
12/1/16,2016-00-01,1/1/16,Nevada,0.046345154
12/1/16,2016-00-01,1/1/16,New Hampshire,0.416762414
12/1/16,2016-00-01,1/1/16,New Jersey,0.210582332
12/1/16,2016-00-01,1/1/16,New Mexico,0.111362234
12/1/16,2016-00-01,1/1/16,New York,0.53900888
12/1/16,2016-00-01,1/1/16,North Carolina,-0.080796981
12/1/16,2016-00-01,1/1/16,North Dakota,0.585615064
12/1/16,2016-00-01,1/1/16,Ohio,0.1061087
12/1/16,2016-00-01,1/1/16,Oklahoma,-0.034148142
12/1/16,2016-00-01,1/1/16,Oregon,0.115639147
12/1/16,2016-00-01,1/1/16,Pennsylvania,0.410662163
12/1/16,2016-00-01,1/1/16,Rhode Island,0.279206912
12/1/16,2016-00-01,1/1/16,South Carolina,0.104182345
12/1/16,2016-00-01,1/1/16,South Dakota,0.110901363
12/1/16,2016-00-01,1/1/16,Tennessee,0.114727141
12/1/16,2016-00-01,1/1/16,Texas,0.082183111
12/1/16,2016-00-01,1/1/16,Utah,0.069662871
12/1/16,2016-00-01,1/1/16,Vermont,0.383728659
12/1/16,2016-00-01,1/1/16,Virginia,0.108264127
12/1/16,2016-00-01,1/1/16,Washington,0.25659427
12/1/16,2016-00-01,1/1/16,West Virginia,0.067070701
12/1/16,2016-00-01,1/1/16,Wisconsin,0.011940278
12/1/16,2016-00-01,1/1/16,Wyoming,0.565575407
12/1/17,2017-00-01,1/1/17,United States,0.177537354
12/1/17,2017-00-01,1/1/17,Alabama,0.104497703
12/1/17,2017-00-01,1/1/17,Alaska,0.337311037
12/1/17,2017-00-01,1/1/17,Arizona,-0.059166712
12/1/17,2017-00-01,1/1/17,Arkansas,0.199205494
12/1/17,2017-00-01,1/1/17,California,0.222674321
12/1/17,2017-00-01,1/1/17,Colorado,0.098081217
12/1/17,2017-00-01,1/1/17,Connecticut,0.37936074
12/1/17,2017-00-01,1/1/17,Delaware,0.292207727
12/1/17,2017-00-01,1/1/17,District of Columbia,0.38567903
12/1/17,2017-00-01,1/1/17,Florida,0.024653967
12/1/17,2017-00-01,1/1/17,Georgia,-0.02633209
12/1/17,2017-00-01,1/1/17,Hawaii,0.123297298
12/1/17,2017-00-01,1/1/17,Idaho,-0.043528398
12/1/17,2017-00-01,1/1/17,Illinois,0.420377962
12/1/17,2017-00-01,1/1/17,Indiana,0.023042698
12/1/17,2017-00-01,1/1/17,Iowa,0.193727358
12/1/17,2017-00-01,1/1/17,Kansas,0.150106146
12/1/17,2017-00-01,1/1/17,Kentucky,0.204050784
12/1/17,2017-00-01,1/1/17,Louisiana,0.304395209
12/1/17,2017-00-01,1/1/17,Maine,0.218000205
12/1/17,2017-00-01,1/1/17,Maryland,0.262649379
12/1/17,2017-00-01,1/1/17,Massachusetts,0.240536843
12/1/17,2017-00-01,1/1/17,Michigan,0.031962314
12/1/17,2017-00-01,1/1/17,Minnesota,0.200055175
12/1/17,2017-00-01,1/1/17,Mississippi,0.177143049
12/1/17,2017-00-01,1/1/17,Missouri,0.131684551
12/1/17,2017-00-01,1/1/17,Montana,0.200017268
12/1/17,2017-00-01,1/1/17,Nebraska,0.174559549
12/1/17,2017-00-01,1/1/17,Nevada,0.067486308
12/1/17,2017-00-01,1/1/17,New Hampshire,0.431801349
12/1/17,2017-00-01,1/1/17,New Jersey,0.207393536
12/1/17,2017-00-01,1/1/17,New Mexico,0.099464382
12/1/17,2017-00-01,1/1/17,New York,0.582804884
12/1/17,2017-00-01,1/1/17,North Carolina,-0.059314226
12/1/17,2017-00-01,1/1/17,North Dakota,0.559718998
12/1/17,2017-00-01,1/1/17,Ohio,0.121425966
12/1/17,2017-00-01,1/1/17,Oklahoma,-0.037179048
12/1/17,2017-00-01,1/1/17,Oregon,0.132025909
12/1/17,2017-00-01,1/1/17,Pennsylvania,0.452694899
12/1/17,2017-00-01,1/1/17,Rhode Island,0.297074539
12/1/17,2017-00-01,1/1/17,South Carolina,0.14541671
12/1/17,2017-00-01,1/1/17,South Dakota,0.159799464
12/1/17,2017-00-01,1/1/17,Tennessee,0.160282441
12/1/17,2017-00-01,1/1/17,Texas,0.069657419
12/1/17,2017-00-01,1/1/17,Utah,0.080917593
12/1/17,2017-00-01,1/1/17,Vermont,0.375261942
12/1/17,2017-00-01,1/1/17,Virginia,0.122786823
12/1/17,2017-00-01,1/1/17,Washington,0.282632229
12/1/17,2017-00-01,1/1/17,West Virginia,0.092356693
12/1/17,2017-00-01,1/1/17,Wisconsin,0.027229536
12/1/17,2017-00-01,1/1/17,Wyoming,0.46181743
12/1/18,2018-00-01,1/1/18,United States,0.193759729
12/1/18,2018-00-01,1/1/18,Alabama,0.106010867
12/1/18,2018-00-01,1/1/18,Alaska,0.318331792
12/1/18,2018-00-01,1/1/18,Arizona,-0.034998547
12/1/18,2018-00-01,1/1/18,Arkansas,0.191979419
12/1/18,2018-00-01,1/1/18,California,0.202560021
12/1/18,2018-00-01,1/1/18,Colorado,0.133033458
12/1/18,2018-00-01,1/1/18,Connecticut,0.395534894
12/1/18,2018-00-01,1/1/18,Delaware,0.255321816
12/1/18,2018-00-01,1/1/18,District of Columbia,0.350864927
12/1/18,2018-00-01,1/1/18,Florida,0.037683447
12/1/18,2018-00-01,1/1/18,Georgia,-0.003470005
12/1/18,2018-00-01,1/1/18,Hawaii,0.268988805
12/1/18,2018-00-01,1/1/18,Idaho,-0.021660225
12/1/18,2018-00-01,1/1/18,Illinois,0.481985107
12/1/18,2018-00-01,1/1/18,Indiana,0.017096619
12/1/18,2018-00-01,1/1/18,Iowa,0.188504931
12/1/18,2018-00-01,1/1/18,Kansas,0.186317525
12/1/18,2018-00-01,1/1/18,Kentucky,0.265997324
12/1/18,2018-00-01,1/1/18,Louisiana,0.30643642
12/1/18,2018-00-01,1/1/18,Maine,0.236596332
12/1/18,2018-00-01,1/1/18,Maryland,0.304205567
12/1/18,2018-00-01,1/1/18,Massachusetts,0.273692815
12/1/18,2018-00-01,1/1/18,Michigan,0.052822395
12/1/18,2018-00-01,1/1/18,Minnesota,0.203020522
12/1/18,2018-00-01,1/1/18,Mississippi,0.168079019
12/1/18,2018-00-01,1/1/18,Missouri,0.140020537
12/1/18,2018-00-01,1/1/18,Montana,0.22890407
12/1/18,2018-00-01,1/1/18,Nebraska,0.168632162
12/1/18,2018-00-01,1/1/18,Nevada,0.087474245
12/1/18,2018-00-01,1/1/18,New Hampshire,0.495876676
12/1/18,2018-00-01,1/1/18,New Jersey,0.225911969
12/1/18,2018-00-01,1/1/18,New Mexico,0.079998376
12/1/18,2018-00-01,1/1/18,New York,0.621290014
12/1/18,2018-00-01,1/1/18,North Carolina,-0.04808036
12/1/18,2018-00-01,1/1/18,North Dakota,0.534715542
12/1/18,2018-00-01,1/1/18,Ohio,0.134112236
12/1/18,2018-00-01,1/1/18,Oklahoma,-0.023532781
12/1/18,2018-00-01,1/1/18,Oregon,0.217624556
12/1/18,2018-00-01,1/1/18,Pennsylvania,0.46784019
12/1/18,2018-00-01,1/1/18,Rhode Island,0.289485821
12/1/18,2018-00-01,1/1/18,South Carolina,0.157500282
12/1/18,2018-00-01,1/1/18,South Dakota,0.177501654
12/1/18,2018-00-01,1/1/18,Tennessee,0.180076964
12/1/18,2018-00-01,1/1/18,Texas,0.095489584
12/1/18,2018-00-01,1/1/18,Utah,0.103307625
12/1/18,2018-00-01,1/1/18,Vermont,0.406371382
12/1/18,2018-00-01,1/1/18,Virginia,0.125817598
12/1/18,2018-00-01,1/1/18,Washington,0.354232422
12/1/18,2018-00-01,1/1/18,West Virginia,0.061606003
12/1/18,2018-00-01,1/1/18,Wisconsin,0.027205741
12/1/18,2018-00-01,1/1/18,Wyoming,0.352296371
12/1/19,2019-00-01,1/1/19,United States,0.236733465
12/1/19,2019-00-01,1/1/19,Alabama,0.134380763
12/1/19,2019-00-01,1/1/19,Alaska,0.326266062
12/1/19,2019-00-01,1/1/19,Arizona,0.012029449
12/1/19,2019-00-01,1/1/19,Arkansas,0.182843736
12/1/19,2019-00-01,1/1/19,California,0.374188929
12/1/19,2019-00-01,1/1/19,Colorado,0.233599192
12/1/19,2019-00-01,1/1/19,Connecticut,0.460096591
12/1/19,2019-00-01,1/1/19,Delaware,0.263580022
12/1/19,2019-00-01,1/1/19,District of Columbia,0.316104009
12/1/19,2019-00-01,1/1/19,Florida,0.06297806
12/1/19,2019-00-01,1/1/19,Georgia,0.026043876
12/1/19,2019-00-01,1/1/19,Hawaii,0.184311111
12/1/19,2019-00-01,1/1/19,Idaho,-0.008110701
12/1/19,2019-00-01,1/1/19,Illinois,0.4784169
12/1/19,2019-00-01,1/1/19,Indiana,0.015367822
12/1/19,2019-00-01,1/1/19,Iowa,0.193327629
12/1/19,2019-00-01,1/1/19,Kansas,0.197668381
12/1/19,2019-00-01,1/1/19,Kentucky,0.279899449
12/1/19,2019-00-01,1/1/19,Louisiana,0.339434261
12/1/19,2019-00-01,1/1/19,Maine,0.274495753
12/1/19,2019-00-01,1/1/19,Maryland,0.288204541
12/1/19,2019-00-01,1/1/19,Massachusetts,0.235390475
12/1/19,2019-00-01,1/1/19,Michigan,0.071933578
12/1/19,2019-00-01,1/1/19,Minnesota,0.235680464
12/1/19,2019-00-01,1/1/19,Mississippi,0.187682757
12/1/19,2019-00-01,1/1/19,Missouri,0.151267277
12/1/19,2019-00-01,1/1/19,Montana,0.266912305
12/1/19,2019-00-01,1/1/19,Nebraska,0.155208646
12/1/19,2019-00-01,1/1/19,Nevada,0.089390295
12/1/19,2019-00-01,1/1/19,New Hampshire,0.513906573
12/1/19,2019-00-01,1/1/19,New Jersey,0.26501917
12/1/19,2019-00-01,1/1/19,New Mexico,0.099947544
12/1/19,2019-00-01,1/1/19,New York,0.67901973
12/1/19,2019-00-01,1/1/19,North Carolina,-0.007926377
12/1/19,2019-00-01,1/1/19,North Dakota,0.518284578
12/1/19,2019-00-01,1/1/19,Ohio,0.126871524
